frameIndex,personId,x,y,width,height,confidence,color_flag
21398,488,875.18460594829,278.764408884818,38.6431849353765,110.761424383289,0.902803540229797,1
21398,490,797.533597959391,271.821609730497,40.1197439553799,101.329332712351,0.9090975522995,0
21398,491,1438.40589619128,424.8483821437919,61.7224182087615,154.939495754164,0.917630314826965,1
21398,493,719.202003303383,308.152766795901,50.1521486653964,93.7408367390292,0.935485184192657,0
21398,494,989.013263986137,271.13012295874,55.2718851818425,97.465292908997,0.924251317977905,1
21398,496,912.7608090356429,233.18512976282904,35.9925026855559,63.9627216836264,0.762252390384674,1
38841,781,628.429314127095,292.861819884225,50.5928293678955,78.5176571589602,0.898164749145508,1
38841,829,921.9024007541481,226.193782276864,33.966961545556,79.9857375001336,0.872366726398468,1
38841,824,890.684611696456,272.03782545353,54.2655118170223,101.650053908226,0.876711905002594,1
38841,840,963.9054530754071,272.223531939374,61.7179125532908,99.5326344553095,0.909434676170349,1
38841,842,1674.61791013353,417.518855618146,47.1808911587787,144.91843877841,0.885719299316406,1
38841,847,1180.11057653421,309.239219660127,39.7170928327709,114.360639740885,0.894243061542511,1
38841,848,1311.10436403117,267.3398749845941,39.1901328786971,94.9931640480144,0.905863642692566,1
38841,849,785.416092935179,255.67243288330803,32.4832218265295,93.6786364717981,0.882948219776154,0
38841,787,686.961175943766,308.503846175498,35.2497656547036,105.945649853936,0.90794050693512,0
38841,851,826.861514342791,291.42234296215713,48.0506745844798,80.2002163345862,0.890498101711273,0
44955,856,618.289908223184,282.673839465759,49.8027881704916,77.1297900128729,0.891496419906616,1
44955,911,560.452831741861,287.79093650427,44.8612038517364,117.661374261227,0.906471788883209,1
44955,921,898.017837227275,333.61931120622205,38.0374995854693,122.089038192652,0.885343670845032,0
44955,923,1070.2335515545,286.880863313061,35.0957713988526,101.797744409248,0.899800419807434,1
44955,928,669.511265384097,282.824924332234,33.1848239164679,108.9560411526,0.89476865530014,0
44955,930,1454.25471079055,619.095604404536,87.5566650467624,200.68524051954,0.945621967315674,1
44955,933,1717.69394998592,353.025460932608,48.9599917727899,118.650410131282,0.899550378322601,1
44955,940,1051.29185958806,277.289922404064,30.9073835623327,94.0839229548431,0.858202278614044,1
47112,923,844.673486776726,289.506757178932,39.0689796414985,107.622785349325,0.830768287181854,1
47112,947,379.526523653015,315.69170748578813,52.3475204731254,121.525771114874,0.902229726314545,1
47112,921,997.0134610266599,321.425984277398,46.5053783252386,117.692532793635,0.913540720939636,1
47112,856,666.48802557078,316.37667581902303,43.404630094348,113.619404816451,0.907159864902496,0
47112,965,812.989694105469,296.907081884145,48.4374056777167,95.1159780410786,0.873213231563568,1
47112,967,900.828028738005,217.26471640280403,34.8124262941506,82.0377302512547,0.885469913482666,1
47112,968,509.433691700137,287.057694014839,65.9635538103695,108.405871772482,0.872731566429138,1
47112,969,526.498165976163,367.550143762082,52.3748545103217,128.24080566992,0.900117039680481,0
47112,970,1362.74195745986,431.71169793801596,53.160667378498,152.141105552329,0.905501127243042,1
60179,968,798.9041766918401,265.176871040092,33.207941910665,99.6347497577949,0.883126199245453,1
60179,1166,1150.86592547757,246.086509279234,39.169634440226,90.9193762557761,0.874308705329895,1
60179,1192,1350.34381197654,611.237399659304,85.9753410530306,191.120068888254,0.931488335132599,1
60179,1212,1460.6682077522103,381.96824971694593,58.4435662683046,134.994176496496,0.937554776668549,1
60179,1214,1380.75542543206,303.147577771465,34.2381650901645,70.0198469726407,0.88162100315094,1
60179,1220,1279.3042909796002,358.953106627643,47.3498235167789,124.075848189279,0.930206000804901,1
60179,1222,1741.32035406953,340.396059015741,52.029863574079,127.676181237536,0.88002073764801,1
66113,968,503.926307235766,278.915459446751,58.3928122482362,109.225408908794,0.899112045764923,1
66113,1281,880.798152733584,218.619219905039,30.6292032376186,80.6055367771472,0.898998558521271,1
66113,1294,467.455166754747,327.739882367523,50.4543575919922,124.727114033641,0.905786633491516,0
66113,1304,646.739454232635,310.377362359654,39.8943697528091,113.610459722031,0.908326148986816,0
66113,1314,902.333639806739,297.654590971818,42.3784924652987,112.112311557084,0.913463413715363,1
66113,1316,746.3974292745,328.640457631741,44.949468946832,133.503918546359,0.89013534784317,1
66113,1321,581.699600384356,358.31893001266496,47.9252884702319,133.603953402188,0.906454145908356,0
66113,1326,714.797937745187,287.467954089318,45.1794012486791,96.8670384972989,0.919646978378296,0
72587,1351,506.260524280376,280.646424730833,50.7859216034488,100.721252673403,0.904157400131226,1
72587,1406,720.144812347777,324.06982354445006,49.5269072166865,121.551524730029,0.920516610145569,0
72587,1409,920.429297443232,380.49273882353606,41.1445573589777,146.931694970284,0.837334811687469,1
72587,1424,494.9025280799339,347.410002938393,57.8742716105722,128.276342580198,0.936457216739655,1
72587,1425,920.3924478690109,312.009542648604,41.7439633558221,103.6304133619,0.885983765125275,0
72587,1426,859.251166078986,382.20985293628496,89.9853853702989,131.505016339075,0.88472306728363,1
72587,1427,1079.44217638768,337.79341622491,29.8616791573961,114.88003521126,0.888927400112152,1
72587,1431,914.234017116769,217.95811230905696,30.3518123829883,82.5356262155344,0.888485193252563,1
72587,1434,1656.95964165352,500.74680787524096,53.2037715545464,172.220273600637,0.896768510341644,1
73606,1434,1783.5513585905103,385.974377501531,49.9333595175383,129.98690524689,0.90582686662674,1
73606,1409,941.962288036436,277.260236721087,60.4450799550442,79.5041871428034,0.925743043422699,1
73606,1424,1132.40670355672,288.56026957961,34.4371748720168,98.4854809444749,0.900159478187561,1
73606,1454,702.012733807418,301.255686857804,46.9836731679514,112.746462467285,0.908679842948914,0
73606,1455,819.798321233124,277.905346199645,46.0740323242801,92.7581747604931,0.92535388469696,1
73606,1458,634.917962780247,264.060680220156,40.5305118278368,100.51157232987,0.894939959049225,1
73606,1462,889.990249683778,277.992103430485,45.3576026503176,97.1200533425786,0.912265300750732,1
73606,1479,899.4369483567651,239.891709023666,33.6639530698122,61.01313448019,0.769129812717438,1
73606,1472,800.3975847659269,256.429170522514,42.315310537654,90.7236393323595,0.89154589176178,0
79300,1458,629.133511915684,267.9798679585301,27.4525492879931,100.818121117868,0.860487282276154,1
79300,1578,953.0226412292939,364.5902376203891,47.5789740464796,129.04407558321,0.919153034687042,0
79300,1579,568.774282194517,304.666891798866,39.5340399816454,121.864701219097,0.898763656616211,1
79300,1587,1290.45509638447,331.964331440564,56.9553929414141,121.69459537441,0.902174055576324,1
79300,1588,1237.29113387346,290.97115978620093,39.99475785211,96.4388073515756,0.88048392534256,1
79300,1598,1548.9739032955,586.531580996837,80.314920258049,188.357558457727,0.938140749931335,1
79300,1607,787.334875164029,301.278594940571,41.2086762867227,108.447009096538,0.894315540790558,0
79300,1604,1496.5651659529099,319.52642079375505,41.6744208552471,71.2730122235129,0.878709733486176,1
84395,1653,1412.85218335152,339.787932105569,69.881657472251,102.803411859991,0.895768165588379,1
84395,1659,799.625900097913,293.9424029915559,39.3366735193341,107.603491326289,0.900031566619873,1
84395,1664,920.344888238694,438.302335401617,53.7012513940056,148.59085990669,0.908431053161621,1
84395,1666,1682.06787382377,409.77884991537906,71.1534591533261,141.861253617396,0.904771029949188,0
84395,1675,820.393513599226,275.500879414803,35.6314393709024,111.439973180927,0.852522075176239,1
84395,1676,598.465124573757,269.37235160271996,38.454111390631,103.790149646865,0.892212271690369,1
84395,1681,1697.80254950296,317.262537614565,67.5423243807096,113.983970993571,0.923071265220642,1
90989,1676,352.491575962017,296.545296012658,50.0771811295282,120.828793225625,0.81810462474823,1
90989,1714,332.82199932903995,315.04804635693,68.5863874366308,122.630922368626,0.91809093952179,1
90989,1736,912.1648081080501,218.260038062097,30.2730952925253,83.6430358377879,0.896034777164459,1
90989,1731,556.144228810175,324.087157543685,58.8933443935661,101.728310814871,0.895278871059418,1
90989,1751,1413.37781466275,440.03131320500205,55.7880971884712,156.073309888064,0.895134568214417,1
90989,1755,501.55043059016094,370.451101275454,59.6748297067487,125.439991791995,0.910570204257965,1
90989,1761,512.705093183783,283.631492871981,56.6723924752477,106.885768267113,0.89936774969101,1
90989,1763,742.7499295460238,301.521917724609,67.1704289938906,100.151251220703,0.931838095188141,1
90989,1715,768.972353325164,298.866365259983,40.8903010484687,81.0657939722243,0.786839008331299,1
