frameIndex,personId,x,y,width,height,confidence,color_flag
4195,6,506.503840692145,288.98886912947205,78.6794197296863,104.914982944007,0.879685580730438,1
4195,36,617.265876194573,330.66791405208096,58.0914332370357,113.337971335726,0.905046820640564,0
4195,52,914.9962051952518,217.27820107802404,30.6711345000484,83.2360998383564,0.896605014801025,1
4195,22,761.062654747804,310.129480660311,62.1386994122162,103.913029221766,0.914789378643036,0
4195,71,823.661306702699,331.776013320168,46.4575404393567,117.247006724677,0.885751783847809,1
4195,85,417.15798986036106,336.4610786367231,66.9045790131673,111.032266748519,0.91522228717804,1
4195,87,531.616784649014,401.117032798673,68.3478161016978,128.716791008625,0.92574679851532,1
4195,93,868.043842882056,325.678792271914,50.3767208913072,120.863814505625,0.876466989517212,1
4195,96,1452.65904308263,478.160854045011,50.9402765374195,168.326858474759,0.900090217590332,1
5094,6,619.563903316326,262.728736782918,44.7206384174766,102.615448079617,0.912231862545013,1
5094,71,787.277640116815,282.070804740369,47.9135208405068,97.7062211509591,0.914771616458893,1
5094,85,670.084960100845,302.746613644565,51.2309336197439,110.1654403763,0.909852564334869,1
5094,87,980.029586152305,272.598314791297,47.7504326217032,96.7036619641324,0.925829231739044,1
5094,93,1133.59051399509,289.866812730278,44.4673533179078,99.9361483494413,0.917800724506378,1
5094,96,1769.23194093964,398.863819692173,50.6789661234024,136.457100709811,0.902601957321167,1
5094,105,770.389364682688,252.19723623608203,33.9656149396271,87.033593196451,0.89254754781723,1
5094,109,695.75367075825,252.85027875968603,37.3112335614072,100.694800398658,0.908807277679443,1
5094,114,910.5870050716231,243.60907444911797,26.1444496912609,54.1912338595869,0.791760981082916,1
16783,153,897.4764249617862,215.645352220149,31.2418335744084,82.5488823818336,0.861663937568665,1
16783,298,522.131208124512,284.461484120612,55.2409618698086,107.090729878484,0.888176262378693,1
16783,339,529.162429014859,359.291988285396,55.6615997041524,135.483057928754,0.887479603290558,1
16783,350,387.834207842507,322.851030913672,54.2622811238216,111.526612075736,0.903209686279297,0
16783,364,799.478387390443,278.683945549062,47.4706889915993,107.387325769029,0.830054938793182,1
16783,289,785.34806945053,293.849592402663,53.7211617525546,94.9483818722712,0.876852035522461,1
16783,366,1344.39658314056,445.05352585009706,52.5763582876616,151.334559203575,0.910408854484558,1
16783,369,738.540582092324,322.550019933829,53.8192414657339,103.13807660632,0.911806404590607,0
16783,374,1027.32398154678,308.955592801488,46.0217356923137,116.199130286624,0.887133419513702,1
21398,464,921.4795212912649,337.117020554689,45.8960360454887,123.067373361444,0.930286824703217,1
21398,298,663.360609786359,267.659941872648,44.809580722644,95.3770583611444,0.916413724422455,1
21398,485,784.478495275913,249.786858410116,42.0376673283491,90.1323961622477,0.87909072637558,0
