frameIndex,personId,x,y,width,height,confidence
2100,6,545.8435505569881,393.903852073479,78.6794197296863,104.914982944007,0.879685580730438
2100,36,646.3115928130909,444.005885387807,58.0914332370357,113.337971335726,0.905046820640564
2100,52,930.331772445276,300.5143009163804,30.6711345000484,83.2360998383564,0.896605014801025
2100,22,792.1320044539121,414.042509882077,62.1386994122162,103.913029221766,0.914789378643036
2100,71,846.8900769223774,449.023020044845,46.4575404393567,117.247006724677,0.885751783847809
2100,85,450.6102793669447,447.4933453852421,66.9045790131673,111.032266748519,0.91522228717804
2100,87,565.7906926998629,529.833823807298,68.3478161016978,128.716791008625,0.92574679851532
2100,93,893.2322033277096,446.542606777539,50.3767208913072,120.863814505625,0.876466989517212
2100,96,1478.1291813513396,646.48771251977,50.9402765374195,168.326858474759,0.900090217590332
2550,6,641.9242225250642,365.34418486253503,44.7206384174766,102.615448079617,0.912231862545013
2550,71,811.2344005370684,379.7770258913281,47.9135208405068,97.7062211509591,0.914771616458893
2550,85,695.7004269107169,412.912054020865,51.2309336197439,110.1654403763,0.909852564334869
2550,87,1003.9048024631566,369.3019767554294,47.7504326217032,96.7036619641324,0.925829231739044
2550,93,1155.824190654044,389.8029610797193,44.4673533179078,99.9361483494413,0.917800724506378
2550,96,1794.5714240013413,535.320920401984,50.6789661234024,136.457100709811,0.902601957321167
2550,105,787.3721721525015,339.230829432533,33.9656149396271,87.033593196451,0.89254754781723
2550,109,714.4092875389535,353.54507915834404,37.3112335614072,100.694800398658,0.908807277679443
2550,114,923.6592299172536,297.80030830870487,26.1444496912609,54.1912338595869,0.791760981082916
8400,153,913.0973417489904,298.1942346019826,31.2418335744084,82.5488823818336,0.861663937568665
8400,298,549.7516890594163,391.552213999096,55.2409618698086,107.090729878484,0.888176262378693
8400,339,556.9932288669352,494.77504621414994,55.6615997041524,135.483057928754,0.887479603290558
8400,350,414.9653484044178,434.377642989408,54.2622811238216,111.526612075736,0.903209686279297
8400,364,823.2137318862426,386.071271318091,47.4706889915993,107.387325769029,0.830054938793182
8400,289,812.2086503268073,388.7979742749342,53.7211617525546,94.9483818722712,0.876852035522461
8400,366,1370.684762284391,596.3880850536721,52.5763582876616,151.334559203575,0.910408854484558
8400,369,765.450202825191,425.688096540149,53.8192414657339,103.13807660632,0.911806404590607
8400,374,1050.3348493929368,425.154723088112,46.0217356923137,116.199130286624,0.887133419513702
10710,464,944.4275393140092,460.184393916133,45.8960360454887,123.067373361444,0.930286824703217
10710,298,685.765400147681,363.0370002337924,44.809580722644,95.3770583611444,0.916413724422455
10710,485,805.4973289400875,339.9192545723637,42.0376673283491,90.1323961622477,0.87909072637558
10710,488,894.5061984159782,389.525833268107,38.6431849353765,110.761424383289,0.902803540229797
10710,490,817.593469937081,373.150942442848,40.1197439553799,101.329332712351,0.9090975522995
10710,491,1469.2671052956607,579.7878778979559,61.7224182087615,154.939495754164,0.917630314826965
10710,493,744.2780776360812,401.8936035349302,50.1521486653964,93.7408367390292,0.935485184192657
10710,494,1016.6492065770582,368.595415867737,55.2718851818425,97.465292908997,0.924251317977905
10710,496,930.7570603784208,297.14785144645543,35.9925026855559,63.9627216836264,0.762252390384674
19440,781,653.7257288110428,371.3794770431852,50.5928293678955,78.5176571589602,0.898164749145508
19440,829,938.885881526926,306.1795197769976,33.966961545556,79.9857375001336,0.872366726398468
19440,824,917.8173676049672,373.687879361756,54.2655118170223,101.650053908226,0.876711905002594
19440,840,994.7644093520524,371.75616639468353,61.7179125532908,99.5326344553095,0.909434676170349
19440,842,1698.2083557129192,562.437294396556,47.1808911587787,144.91843877841,0.885719299316406
19440,847,1199.9691229505954,423.599859401012,39.7170928327709,114.360639740885,0.894243061542511
19440,848,1330.6994304705186,362.3330390326085,39.1901328786971,94.9931640480144,0.905863642692566
19440,849,801.6577038484437,349.3510693551061,32.4832218265295,93.6786364717981,0.882948219776154
19440,787,704.5860587711178,414.449496029434,35.2497656547036,105.945649853936,0.90794050693512
19440,851,850.8868516350309,371.6225592967433,48.0506745844798,80.2002163345862,0.890498101711273
22500,856,643.1913023084298,359.8036294786319,49.8027881704916,77.1297900128729,0.891496419906616
22500,911,582.8834336677293,405.452310765497,44.8612038517364,117.661374261227,0.906471788883209
22500,921,917.0365870200096,455.708349398874,38.0374995854693,122.089038192652,0.885343670845032
22500,923,1087.7814372539265,388.678607722309,35.0957713988526,101.797744409248,0.899800419807434
22500,928,686.1036773423309,391.780965484834,33.1848239164679,108.9560411526,0.89476865530014
22500,930,1498.033043313931,819.780844924076,87.5566650467624,200.68524051954,0.945621967315674
22500,933,1742.173945872315,471.67587106389,48.9599917727899,118.650410131282,0.899550378322601
22500,940,1066.7455513692264,371.3738453589071,30.9073835623327,94.0839229548431,0.858202278614044
23580,923,864.2079765974753,397.129542528257,39.0689796414985,107.622785349325,0.830768287181854
23580,947,405.7002838895777,437.2174786006621,52.3475204731254,121.525771114874,0.902229726314545
23580,921,1020.2661501892792,439.118517071033,46.5053783252386,117.692532793635,0.913540720939636
23580,856,688.190340617954,429.996080635474,43.404630094348,113.619404816451,0.907159864902496
23580,965,837.2083969443273,392.0230599252236,48.4374056777167,95.1159780410786,0.873213231563568
23580,967,918.2342418850802,299.3024466540587,34.8124262941506,82.0377302512547,0.885469913482666
23580,968,542.4154686053217,395.463565787321,65.9635538103695,108.405871772482,0.872731566429138
23580,969,552.6855932313239,495.790949432002,52.3748545103217,128.24080566992,0.900117039680481
23580,970,1389.322291149109,583.852803490345,53.160667378498,152.141105552329,0.905501127243042
30120,968,815.5081476471726,364.8116207978869,33.207941910665,99.6347497577949,0.883126199245453
30120,1166,1170.4507426976832,337.0058855350101,39.169634440226,90.9193762557761,0.874308705329895
30120,1192,1393.3314825030554,802.3574685475579,85.9753410530306,191.120068888254,0.931488335132599
30120,1212,1489.8899908863625,516.962426213442,58.4435662683046,134.994176496496,0.937554776668549
30120,1214,1397.8745079771422,373.16742474410574,34.2381650901645,70.0198469726407,0.88162100315094
30120,1220,1302.9792027379897,483.028954816922,47.3498235167789,124.075848189279,0.930206000804901
30120,1222,1767.3352858565695,468.072240253277,52.029863574079,127.676181237536,0.88002073764801
33090,968,533.1227133598841,388.140868355545,58.3928122482362,109.225408908794,0.899112045764923
33090,1281,896.1127543523933,299.2247566821862,30.6292032376186,80.6055367771472,0.898998558521271
33090,1294,492.6823455507431,452.466996401164,50.4543575919922,124.727114033641,0.905786633491516
33090,1304,666.6866391090396,423.987822081685,39.8943697528091,113.610459722031,0.908326148986816
33090,1314,923.5228860393884,409.766902528902,42.3784924652987,112.112311557084,0.913463413715363
33090,1316,768.872163747916,462.1443761781,44.949468946832,133.503918546359,0.89013534784317
33090,1321,605.662244619472,491.922883414853,47.9252884702319,133.603953402188,0.906454145908356
33090,1326,737.3876383695266,384.3349925866169,45.1794012486791,96.8670384972989,0.919646978378296
36330,1351,531.6534850821004,381.367677404236,50.7859216034488,100.721252673403,0.904157400131226
36330,1406,744.9082659561203,445.62134827447903,49.5269072166865,121.551524730029,0.920516610145569
36330,1409,941.0015761227208,527.4244337938201,41.1445573589777,146.931694970284,0.837334811687469
36330,1424,523.83966388522,475.686345518591,57.8742716105722,128.276342580198,0.936457216739655
36330,1425,941.264429546922,415.639956010504,41.7439633558221,103.6304133619,0.885983765125275
36330,1426,904.2438587641354,513.71486927536,89.9853853702989,131.505016339075,0.88472306728363
36330,1427,1094.373015966378,452.67345143617,29.8616791573961,114.88003521126,0.888927400112152
36330,1431,929.4099233082632,300.4937385245914,30.3518123829883,82.5356262155344,0.888485193252563
36330,1434,1683.5615274307934,672.967081475878,53.2037715545464,172.220273600637,0.896768510341644
36840,1434,1808.5180383492795,515.961282748421,49.9333595175383,129.98690524689,0.90582686662674
36840,1409,972.184828013958,356.7644238638904,60.4450799550442,79.5041871428034,0.925743043422699
36840,1424,1149.6252909927284,387.0457505240849,34.4371748720168,98.4854809444749,0.900159478187561
36840,1454,725.5045703913937,414.002149325089,46.9836731679514,112.746462467285,0.908679842948914
36840,1455,842.8353373952641,370.6635209601381,46.0740323242801,92.7581747604931,0.92535388469696
36840,1458,655.1832186941654,364.572252550026,40.5305118278368,100.51157232987,0.894939959049225
36840,1462,912.6690510089368,375.1121567730636,45.3576026503176,97.1200533425786,0.912265300750732
36840,1479,916.2689248916712,300.904843503856,33.6639530698122,61.01313448019,0.769129812717438
36840,1472,821.555240034754,347.1528098548735,42.315310537654,90.7236393323595,0.89154589176178
39690,1458,642.8597865596806,368.7979890763981,27.4525492879931,100.818121117868,0.860487282276154
39690,1578,976.8121282525336,493.6343132035991,47.5789740464796,129.04407558321,0.919153034687042
