frameIndex,coord,centroid
46462,"[(386.4228, 271.745), (75.01587, 11.949711), (42.48707, 210.27641), (274.89322, 46.51921), (377.1159, 238.08977), (222.3224, 143.77745), (118.44787, 168.05342), (151.07144, 172.10709), (353.95032, 273.9972)]","(222.41409888888887, 170.72391788888888)"
46463,"[(388.43958, 274.0207), (75.0198, 11.322391), (42.53457, 210.13783), (276.34732, 44.01357), (377.3713, 232.39577), (222.53033, 141.63733), (121.704, 170.18417), (151.46864, 172.32413), (352.22446, 272.03854)]","(223.07111111111115, 169.7860478888889)"
46464,"[(390.31757, 275.0738), (76.17896, 11.975111), (42.36035, 209.61763), (277.7406, 42.92097), (378.01825, 231.43616), (223.26535, 140.08722), (123.0802, 170.42552), (152.45964, 173.14098), (350.04623, 269.80005)]","(223.71857222222224, 169.38638233333336)"
46465,"[(391.78372, 276.01633), (77.15411, 12.320851), (42.713634, 209.38179), (279.24265, 41.777035), (377.45303, 226.9852), (224.41833, 139.05975), (124.285484, 170.59192), (153.68408, 174.38976), (348.34055, 266.8737)]","(224.341732, 168.59959288888888)"
46466,"[(393.38187, 277.5819), (78.09466, 12.90713), (42.775787, 209.06812), (280.28094, 40.95938), (376.79456, 222.07445), (225.61218, 138.61145), (125.20384, 170.26863), (155.26527, 176.27682), (346.18317, 263.74973)]","(224.84358633333332, 167.94417888888887)"
46467,"[(394.93863, 279.7803), (79.045456, 13.329321), (42.95767, 208.74129), (281.1054, 40.64476), (376.1776, 217.44342), (226.7515, 137.77731), (126.31183, 169.672), (156.272, 177.8762), (344.62302, 262.1531)]","(225.35367844444443, 167.49085566666665)"
46468,"[(397.0459, 283.78445), (80.027916, 13.90905), (41.94854, 207.24121), (282.95593, 40.648643), (375.6869, 215.15706), (227.6113, 136.63597), (127.71335, 168.94879), (156.53474, 178.2399), (343.58826, 261.63953)]","(225.90142622222223, 167.356067)"
46469,"[(399.2825, 287.94434), (80.46461, 13.804618), (41.427765, 206.34103), (284.4419, 39.43414), (377.22836, 213.06105), (228.8595, 136.19139), (129.61238, 169.25134), (157.12926, 178.6626), (342.84525, 261.70438)]","(226.81016944444445, 167.3772097777778)"
46470,"[(80.38053, 13.012002), (40.556644, 205.2719), (285.49805, 39.618584), (377.15918, 212.88226), (229.8434, 134.96922), (131.42073, 169.77567), (157.34013, 178.73987), (341.76764, 262.2276)]","(205.495788, 152.06213825)"
46471,"[(80.37237, 12.635602), (40.975365, 205.50514), (286.64716, 41.17066), (377.9819, 210.87505), (230.08414, 133.97556), (132.34053, 169.35645), (157.24384, 178.80632), (340.2976, 261.61328)]","(205.74286312499999, 151.74225775)"
46472,"[(80.42296, 11.995157), (41.09976, 205.52826), (288.29623, 43.95101), (377.6225, 209.84589), (230.40858, 133.22711), (134.0711, 168.39262), (157.45241, 179.23425), (338.87076, 261.25552)]","(206.0305375, 151.678727125)"
46473,"[(80.99727, 12.217902), (41.26762, 205.52327), (288.99796, 44.395348), (375.20386, 206.1259), (230.96559, 132.9218), (134.56937, 165.3374), (157.67696, 179.57272), (337.09375, 260.65768)]","(205.84654749999999, 150.8440025)"
46474,"[(81.19071, 11.721086), (41.518394, 205.54948), (289.29623, 44.826355), (373.37582, 201.11075), (231.2922, 132.43484), (137.10829, 164.8685), (158.07018, 180.19754), (334.85208, 259.13934)]","(205.837988, 149.98098637500001)"
46475,"[(81.64207, 11.258985), (41.388638, 205.2163), (289.5498, 45.054153), (371.60056, 196.01964), (231.7803, 132.35413), (139.37608, 163.09148), (158.54721, 181.20065), (332.56055, 257.28372)]","(205.80565099999998, 148.93488225)"
46479,"[(85.15096, 10.390471), (41.908062, 205.31575), (289.94797, 44.88815), (369.3013, 180.1171), (232.6301, 129.95822), (161.32796, 186.66806), (322.22275, 246.7345), (151.29555, 163.93471)]","(206.7230815, 146.000870125)"
46480,"[(86.71508, 11.868531), (41.639816, 204.66913), (289.798, 44.768753), (369.02756, 176.98122), (232.56117, 129.56317), (161.48505, 186.98994), (320.1309, 246.1841), (157.4302, 168.86757)]","(207.348472, 146.23655175)"
46481,"[(89.01119, 14.092094), (41.57084, 204.16035), (289.35153, 45.777744), (368.1569, 173.03227), (232.60968, 129.24734), (161.609, 187.5057), (318.1148, 246.39221), (161.61792, 172.14484)]","(207.7552325, 146.54406849999998)"
46482,"[(89.930595, 14.514294), (41.77402, 203.78891), (288.21988, 46.62786), (366.80942, 167.1137), (232.74176, 129.20297), (161.15802, 187.92252), (316.21265, 246.93022), (161.44748, 169.99637)]","(207.286728125, 145.7621055)"
46483,"[(90.01058, 14.078273), (42.23254, 203.32497), (287.42548, 48.15218), (365.84445, 162.4395), (232.82788, 129.19032), (161.71342, 188.45529), (314.03406, 246.86942), (161.5193, 168.79654)]","(206.95096375, 145.163311625)"
46484,"[(90.96758, 14.803752), (42.4889, 203.11757), (288.2448, 53.50963), (365.35233, 160.41121), (232.93361, 129.08772), (162.37929, 187.90959), (312.29895, 246.5517), (162.41264, 165.63202)]","(207.13476250000002, 145.127899)"
46485,"[(91.835396, 15.34418), (43.019962, 203.36627), (289.43112, 59.671257), (365.10086, 159.77408), (233.30997, 129.34937), (163.36366, 187.01059), (310.9042, 245.92596), (164.2975, 164.87445)]","(207.65783349999998, 145.664519625)"
46486,"[(92.036156, 14.780045), (42.777596, 202.84846), (288.8452, 61.846233), (364.9809, 159.47769), (233.60318, 129.47083), (163.81274, 185.20067), (309.855, 245.31436), (166.47243, 163.92183)]","(207.79790025000003, 145.35751475)"
46487,"[(92.384056, 14.860095), (42.4291, 202.39664), (287.56693, 63.022167), (365.00162, 159.59375), (233.98247, 129.9618), (165.40285, 184.01303), (308.65393, 243.85999), (169.71931, 163.5384)]","(208.14253324999999, 145.155734)"
46488,"[(92.666504, 14.761514), (42.039135, 201.87955), (286.83362, 64.795006), (364.45837, 158.9715), (234.37149, 130.43387), (167.78862, 183.02226), (308.1661, 243.99818), (170.96783, 162.19682)]","(208.411458625, 145.0073375)"
46489,"[(93.21358, 14.89985), (41.980556, 201.80116), (286.52902, 66.67147), (364.18665, 158.44102), (234.73994, 131.2412), (169.24055, 182.01149), (307.9375, 244.49173), (172.65079, 162.50772)]","(208.80982325, 145.25820499999998)"
46490,"[(93.83806, 14.832766), (41.888004, 201.54199), (284.76202, 68.41409), (363.71634, 155.9562), (234.78725, 131.80482), (169.67877, 180.11386), (307.6988, 244.7005), (174.50356, 163.67249)]","(208.8591005, 145.1295895)"
46491,"[(94.34296, 14.125854), (41.298264, 200.79858), (284.08865, 69.36341), (363.57953, 153.64174), (234.60304, 132.01112), (171.51364, 179.61618), (307.36032, 244.9323), (176.02693, 165.11113)]","(209.10166675, 144.95003925)"
46492,"[(94.32652, 12.813369), (41.231766, 200.72784), (283.60028, 70.482864), (363.62314, 151.06764), (234.41219, 132.4173), (173.59128, 179.2723), (307.08224, 245.41971), (176.6417, 165.72354)]","(209.3136395, 144.740570375)"
46493,"[(94.928024, 12.592593), (41.392628, 200.7925), (282.17975, 70.125305), (364.13354, 148.69382), (234.44713, 133.17134), (173.96393, 179.04787), (306.6157, 245.54549), (178.90298, 167.33585)]","(209.57046025, 144.663096)"
46494,"[(95.37444, 12.167483), (41.194813, 200.49886), (281.05914, 72.11946), (365.04538, 148.14198), (234.20984, 133.27148), (174.61035, 178.25331), (306.08057, 246.23056), (181.05959, 168.8596)]","(209.829265375, 144.942841625)"
46495,"[(95.83865, 12.161824), (41.16369, 200.36545), (280.04105, 74.64018), (366.25067, 147.60272), (233.89017, 133.25412), (174.88477, 177.7253), (305.60962, 247.05667), (182.6653, 169.75102)]","(210.04298999999997, 145.3196605)"
46496,"[(95.980804, 11.611471), (41.30648, 200.49922), (278.45172, 76.618126), (367.5538, 147.83632), (233.77579, 133.46251), (175.01703, 177.72974), (305.3458, 248.515), (184.33278, 171.5261)]","(210.2205255, 145.974810875)"
46497,"[(96.91767, 11.698869), (41.442787, 200.67737), (277.1569, 78.9592), (369.22495, 146.79956), (233.79303, 134.12549), (175.18665, 177.60794), (305.19955, 250.62636), (186.49565, 173.42044)]","(210.677148375, 146.739403625)"
46498,"[(97.50327, 11.457473), (41.723732, 201.05435), (275.87857, 81.191666), (370.77158, 145.37474), (233.81088, 134.62712), (175.25047, 177.25287), (305.11304, 252.99191), (187.079, 173.86714)]","(210.89131774999998, 147.227158625)"
46499,"[(98.39487, 11.590904), (41.829956, 201.31558), (275.20895, 83.79713), (372.48346, 144.9338), (233.79732, 135.05873), (175.34087, 177.14316), (305.2278, 254.9391), (187.52974, 174.14284)]","(211.22662075, 147.8651555)"
46500,"[(98.899254, 11.473748), (41.247402, 200.86284), (275.0974, 87.58966), (373.82083, 143.95253), (233.87921, 135.96799), (174.96513, 176.20998), (306.05988, 258.6531), (188.22276, 174.70073)]","(211.52398325000001, 148.67632225)"
46501,"[(99.543655, 11.846053), (40.922405, 200.58958), (275.42612, 91.78524), (374.84073, 143.086), (233.69939, 136.6226), (174.15674, 175.52252), (305.59412, 260.2088), (188.19362, 175.01323)]","(211.54709749999998, 149.334252875)"
46502,"[(100.254875, 12.400499), (40.91792, 200.74033), (275.27026, 96.74077), (376.29114, 143.31662), (233.23386, 136.67378), (173.7484, 175.47075), (304.8691, 260.53586), (188.20111, 175.15343)]","(211.598333125, 150.129004875)"
46503,"[(100.56145, 12.314574), (41.36026, 201.36415), (274.86896, 101.07554), (377.69757, 142.6749), (232.87326, 137.2022), (173.40642, 175.31958), (303.94763, 260.30692), (187.78549, 174.56726)]","(211.56262999999998, 150.60314050000002)"
46504,"[(100.78015, 11.920031), (41.36337, 201.58202), (274.22794, 104.2273), (379.44022, 144.0591), (232.16425, 137.61581), (173.19913, 175.28487), (303.37744, 260.616), (187.19113, 173.73741)]","(211.46795375, 151.130317625)"
46505,"[(101.06041, 11.85629), (40.90925, 201.4137), (273.35303, 106.492584), (382.0601, 148.49992), (231.71355, 138.73631), (172.61346, 174.75142), (303.63412, 262.49063), (186.87106, 173.51604)]","(211.52687249999997, 152.21961174999998)"
46506,"[(101.164085, 11.71063), (40.67736, 201.34041), (272.29483, 107.68944), (384.57864, 152.81502), (231.32205, 139.93716), (172.315, 174.65521), (302.95724, 262.61215), (186.6256, 173.0187)]","(211.491850625, 152.97234)"
46507,"[(101.598015, 11.608192), (41.611626, 202.4978), (270.80884, 107.92553), (386.5286, 156.085), (231.64398, 143.10005), (171.82556, 174.84676), (302.44662, 262.72363), (186.46269, 172.43785)]","(211.615741375, 153.90310150000002)"
46508,"[(101.721756, 10.977256), (42.03047, 203.09415), (270.00507, 110.15043), (388.08466, 159.51498), (230.96558, 144.39067), (171.12325, 174.34334), (301.93326, 262.4892), (188.18582, 174.86699)]","(211.75623325, 154.97837700000002)"
46509,"[(102.524704, 10.961023), (42.36094, 203.60497), (268.76, 111.06351), (389.33768, 161.8563), (230.45126, 146.00499), (170.57765, 174.41992), (301.77887, 262.5577), (188.90013, 176.11372)]","(211.83640425, 155.822766625)"
46510,"[(103.1633, 10.080681), (42.324997, 203.73341), (268.33533, 114.09011), (390.24484, 162.68721), (229.68974, 147.1775), (170.45734, 174.3739), (302.0235, 263.25214), (189.67685, 176.89998)]","(211.989487125, 156.536866375)"
46511,"[(104.034836, 9.637615), (42.160362, 203.7684), (268.73755, 118.22372), (390.66153, 162.98996), (228.53787, 147.51733), (170.69795, 175.15802), (302.58878, 264.14407), (189.74799, 176.71631)]","(212.14585850000003, 157.269428125)"
46512,"[(104.9598, 9.241584), (41.85626, 203.71405), (268.9116, 121.40322), (390.94107, 162.86266), (227.76007, 148.6137), (171.26799, 175.41777), (305.92667, 269.01984), (190.03262, 176.4053)]","(212.70701000000003, 158.3347655)"
46513,"[(106.29441, 10.340066), (41.772274, 204.09357), (269.25317, 125.100266), (391.10565, 162.71663), (227.18088, 149.69923), (171.88342, 175.39067), (308.53952, 272.90085), (189.70824, 176.30356)]","(213.21719550000003, 159.56810525)"
46514,"[(107.64971, 11.52391), (41.425617, 204.34662), (268.63232, 127.66194), (391.19928, 162.51012), (227.1392, 150.85536), (172.08208, 175.38176), (311.2412, 277.01215), (189.4421, 176.61484)]","(213.601438375, 160.7383375)"
46515,"[(108.86683, 12.587921), (41.272865, 204.67328), (267.5645, 129.96637), (391.1576, 161.9325), (227.22362, 151.92328), (172.41626, 176.1936), (313.30096, 280.33542), (189.64589, 176.91708)]","(213.931065625, 161.816181375)"
46516,"[(109.5149, 13.0068245), (41.174755, 204.84616), (266.8205, 132.39178), (391.11288, 161.5355), (226.80676, 152.22194), (172.81918, 176.90236), (314.4325, 281.41574), (189.66183, 177.16666)]","(214.04291312499998, 162.4358705625)"
46517,"[(110.037, 12.945531), (41.229916, 205.19563), (265.52118, 132.45026), (390.9175, 160.59152), (226.59756, 152.89116), (172.6823, 177.63943), (315.4173, 281.11163), (189.80582, 177.3923)]","(214.026072, 162.52718262499997)"
46518,"[(110.68701, 13.14195), (41.67787, 205.91068), (264.78552, 132.80135), (390.4459, 158.53918), (226.1484, 153.33998), (173.6728, 177.75598), (316.10553, 280.86255), (189.57301, 176.9781)]","(214.13700500000002, 162.41622125)"
46519,"[(111.50527, 14.022292), (41.814594, 206.43288), (265.2477, 135.51602), (389.72092, 156.13097), (225.57552, 153.72806), (175.05461, 179.7723), (316.77533, 280.50302), (189.59338, 176.81123)]","(214.4109155, 162.86459649999998)"
46520,"[(111.9276, 14.322867), (42.261555, 207.4094), (265.9637, 139.20264), (389.1145, 154.28177), (225.32835, 154.62248), (176.13994, 181.69037), (319.41226, 284.4887), (189.43886, 176.01973)]","(214.94834562500003, 164.004744625)"
46521,"[(112.058815, 14.293183), (42.735153, 208.25198), (266.31113, 142.35715), (388.51785, 153.8074), (225.31055, 156.06537), (176.19102, 182.53593), (322.39224, 289.08136), (189.44272, 175.32457)]","(215.36993474999997, 165.21461787500002)"
46522,"[(112.20896, 14.257192), (42.976536, 208.68253), (266.66196, 145.9054), (387.9026, 153.69684), (226.00241, 158.6591), (176.66846, 183.00916), (325.23083, 294.00833), (189.32552, 174.28326)]","(215.87215950000004, 166.56272649999997)"
46523,"[(112.38211, 14.259056), (43.305477, 209.11217), (266.39053, 147.69751), (387.2314, 154.17815), (226.6524, 161.08896), (176.51643, 183.35808), (327.5286, 297.53964), (188.72911, 172.7506)]","(216.09200712500004, 167.49802075)"
46524,"[(112.56852, 14.073434), (43.83337, 209.68942), (266.2218, 149.3523), (386.68137, 154.79062), (226.9354, 163.14868), (176.81642, 183.39215), (329.7623, 300.75784), (188.45233, 171.48184)]","(216.40893875, 168.3357855)"
46525,"[(113.24517, 14.532727), (44.079094, 209.96162), (265.76273, 150.68399), (386.3882, 155.15569), (226.95262, 165.05376), (176.2909, 183.50368), (330.87332, 301.6627), (188.29335, 170.66794)]","(216.48567299999996, 168.902763375)"
46526,"[(113.49222, 13.898372), (44.580116, 210.54462), (264.70322, 151.39061), (386.2026, 155.49498), (226.49466, 166.52354), (175.48685, 183.29808), (331.22314, 301.3836), (187.83672, 169.6779)]","(216.25244075, 169.02646275)"
46527,"[(113.89092, 13.452988), (44.56999, 210.59663), (264.11182, 153.06793), (385.97406, 156.00491), (226.28639, 168.49501), (175.23361, 183.92946), (332.43878, 301.33057), (187.60081, 169.17987)]","(216.2632975, 169.507171)"
46528,"[(114.63224, 13.498781), (44.35456, 210.4869), (263.4978, 155.38553), (385.3596, 155.77364), (226.25858, 170.36748), (174.97148, 185.21315), (333.32535, 301.79086), (187.24915, 168.90787)]","(216.206095, 170.178026375)"
46529,"[(114.65657, 12.403559), (44.219013, 210.45416), (263.3094, 157.57863), (384.26013, 154.47928), (225.51247, 170.47716), (174.32785, 186.1659), (334.23416, 301.84845), (186.97923, 168.79822)]","(215.937352875, 170.27566987499998)"
46530,"[(114.86131, 11.800665), (44.065426, 210.36157), (263.59668, 161.09883), (382.67496, 153.61714), (225.15384, 171.1199), (174.41875, 187.97098), (335.26572, 301.5448), (186.39267, 169.06415)]","(215.80366949999998, 170.82225437499997)"
46531,"[(115.31367, 11.687693), (43.937397, 210.36174), (264.05148, 164.5601), (381.18604, 152.67978), (224.96928, 172.807), (174.6907, 189.63956), (336.79712, 302.49936), (185.7438, 169.45146)]","(215.836185875, 171.71083662499998)"
46532,"[(115.71028, 11.563079), (43.985195, 210.57544), (264.55792, 168.43411), (379.87332, 151.91776), (224.66748, 173.71031), (174.18863, 189.96336), (339.16974, 304.0366), (184.61864, 169.47853)]","(215.846400625, 172.45989862500002)"
46533,"[(116.18755, 11.461485), (43.731514, 210.41895), (263.90686, 170.38164), (378.48712, 151.36992), (225.46455, 176.05025), (174.26082, 190.75029), (340.96942, 305.5215), (183.80278, 170.1742)]","(215.85132675, 173.266029375)"
46534,"[(116.65165, 11.332127), (43.301445, 210.11432), (262.1538, 172.08789), (377.17245, 150.75768), (226.30609, 178.02939), (174.36035, 191.25276), (342.71936, 307.0305), (183.048, 170.2134)]","(215.714143125, 173.85225837500002)"
46535,"[(117.462425, 11.871695), (43.636166, 210.53134), (260.94446, 173.73087), (375.9207, 150.6925), (227.42276, 179.89755), (174.39133, 191.36577), (344.5468, 308.417), (182.59604, 170.48405)]","(215.86508512499998, 174.623846875)"
46536,"[(117.75447, 11.770872), (43.933575, 210.98506), (260.07053, 175.18173), (374.6678, 150.76775), (228.41832, 181.91858), (174.20714, 190.73573), (345.956, 310.10175), (182.16316, 170.29163)]","(215.896374375, 175.21913775)"
46537,"[(118.42618, 12.28256), (44.115585, 211.56512), (258.99734, 176.97533), (373.18774, 151.34534), (229.3317, 184.93904), (174.4932, 190.98112), (347.0136, 312.00345), (181.40628, 169.44496)]","(215.87145312500002, 176.192115)"
46538,"[(118.6818, 12.361661), (44.314903, 212.18861), (259.54245, 181.43872), (371.29767, 152.82648), (229.98795, 186.59515), (174.37648, 190.11372), (347.95792, 313.7446), (180.58008, 168.27736)]","(215.84240662499997, 177.193287625)"
46539,"[(118.901405, 12.446528), (44.404736, 212.5091), (259.8185, 185.43634), (369.28925, 154.11662), (230.21687, 186.98997), (174.57292, 189.48012), (348.31833, 314.37003), (179.73717, 167.03345)]","(215.657397625, 177.79776975)"
46540,"[(119.06136, 12.441197), (44.187916, 212.47267), (259.62222, 189.08311), (367.52316, 155.56018), (229.82185, 187.75652), (174.57834, 187.88332), (348.50394, 314.5077), (179.037, 165.71565)]","(215.29197325, 178.17754337500003)"
46541,"[(119.55268, 12.831662), (44.20973, 212.59875), (259.54843, 192.97647), (365.64, 156.85117), (229.91794, 188.3201), (174.43753, 186.49792), (348.46164, 314.5237), (177.78456, 164.05923)]","(214.94406375, 178.58237525)"
