frameIndex,personId,x,y,width,height,confidence,x_projected,y_projected,color_flag,color_ratio
47052,921,895.9413055505959,468.690525491215,59.8259086517177,124.491570131512,0.939382195472717,167.69284,231.11943,1,13.750683433570257
47052,856,685.8816898574618,427.440778526312,37.1183115688817,113.957265118312,0.915104568004608,91.55915,238.42844,0,0.0
47052,965,837.7738057581641,396.507087270132,46.1233690119203,101.898939081498,0.927733600139618,100.6865,175.80447,0,0.0
47052,967,918.3111435564116,298.6522652536343,30.9883160386792,81.9171783935863,0.885447919368744,12.945265,13.327313,0,0.0
47052,968,532.4534781362156,392.702415356874,68.3011251475352,105.991428955114,0.880666792392731,23.461796,240.34688,0,0.0
47052,969,549.9893621313424,493.229619023353,58.9751613838749,127.606043428367,0.888012290000916,112.659004,311.51886,0,0.0
47052,970,1412.566216187189,604.583008543626,65.3655345563178,156.946048625011,0.919682085514069,325.0696,240.1549,1,10.631163708086785
66353,968,578.5367447573275,383.8799616074489,69.166529608237,92.8984716241609,0.924978196620941,25.0962,221.72507,0,0.0
66353,1281,893.3878357977148,299.4348816025808,29.1436633797077,81.4929341168747,0.886787354946136,6.2888975,22.638233,0,0.0
66353,1294,506.1654382194716,455.003154976192,58.8912095703091,115.565488603764,0.914674818515778,75.237076,294.8804,0,0.0
66353,1304,714.4772811624553,433.286875355201,52.3669463013026,119.130079056359,0.856350898742676,102.777405,237.5653,1,13.233376792698825
66353,1314,838.4304738715994,465.476544338678,70.9178346216387,115.01224885849,0.904038965702057,153.30136,239.55832,1,2.681704260651629
66353,1321,706.2560798378946,514.7653369912871,71.2907524922173,136.715566796691,0.902954041957855,156.79865,297.7915,0,0.0
66353,1326,787.8137048402177,450.2877129573951,41.0654031486395,78.0895114839381,0.880481839179993,131.92924,237.09541,0,0.0
66353,1329,195.15075809027311,512.150724808448,72.1849631193562,115.945140163103,0.885512173175812,58.825726,380.68097,1,4.922027290448343
66353,1333,1800.1248775334195,632.361469510826,61.770461532759,161.844944774947,0.896176218986511,400.11865,199.31145,1,11.12704918032787
73546,1431,1238.927604446458,346.66357285769993,38.8892129132359,91.0393402490939,0.897122085094452,164.51605,5.3944626,0,0.0
73546,1434,1808.999717473288,515.795530862201,52.4009989556555,131.345639007549,0.905478060245514,385.17545,99.141075,1,17.662721893491124
73546,1409,995.9165722544432,367.8418579643075,57.1263801851446,85.4200002081805,0.918644309043884,115.29852,103.07532,1,2.172096908939014
73546,1424,1151.7586047863094,390.921108246639,35.2545441425391,98.780139685898,0.895288348197937,175.58846,95.27618,1,13.819241982507288
73546,1454,725.0141249964923,421.288008283185,41.5257418757726,116.020636977667,0.906938314437866,95.30608,224.89325,0,0.0
73546,1455,835.4157281229133,374.6707764621728,41.3561459331145,97.2345300481818,0.884441077709198,79.69497,151.55966,0,0.0
73546,1458,657.9624829868026,361.682716404446,56.5010102309251,100.250408876342,0.885653436183929,20.171654,179.49277,0,0.0
73546,1462,939.295847680022,379.154794226728,36.45176131463,105.403965646518,0.908049762248993,110.7371,131.83113,1,23.557692307692307
73546,1472,826.1960366558667,347.9153751345385,50.5345872369953,84.5590921866715,0.823709189891815,48.912106,119.66059,0,0.0
90929,1676,529.543908394459,399.39092782757,65.5635208478801,104.401387315746,0.801755905151367,29.72083,246.97966,1,1.6568047337278107
90929,1714,365.27804318705256,432.530482901181,61.0057238870191,121.652869518732,0.919597566127777,25.681818,306.43057,0,0.0
90929,1715,826.2405090013276,396.9958123540036,54.2950803969593,90.8296210457106,0.937417447566986,98.29294,178.9521,1,10.534979423868313
90929,1730,734.1949162462017,392.5254141330915,52.2072910979176,87.0083082193155,0.918294370174408,71.690384,195.14018,0,0.0
90929,1736,927.5274295039366,302.1785553892026,29.7124505297953,83.6662525287846,0.899271011352539,20.814304,17.15429,0,0.0
90929,1731,599.6282841603459,423.27634494045503,50.0559769659157,108.289036626642,0.894758641719818,68.54532,252.64038,0,0.0
90929,1751,1422.7073415615282,623.7466132489681,58.1891099814765,156.334953110039,0.900245666503906,331.38193,250.5054,1,15.053050397877984
90929,1755,545.7091509916971,492.476792769032,61.4091997426042,135.646648613068,0.911342918872833,111.298935,311.80853,0,0.0
90929,1761,542.9695505201494,393.446048727186,65.1443323281068,111.049482873744,0.836325526237488,26.726799,238.71489,1,1.5664335664335665
